Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Smith, Diana","David, Mr.",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - DUMBO,2023-07-02 00:00,2023-07-02 00:00,customer service,15.75
"Thomas, Robert","Moran, John",robert.thomas@abcfoodmart.com,2022-05-18,ABC Foodmart - Staten Island,2022-05-27 00:00,2022-05-27 00:00,floral,19.81
"Glover, Michelle","Cooper, Robert",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - DUMBO,2022-10-17 00:00,2022-10-17 00:00,seafood,16.41
"Warren, Timothy","Compton, Jeffrey",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Whitestone,2023-01-29 00:00,2023-01-29 00:00,dry goods,18.08
"Gonzalez, Michele","Williams, Gina",michele.gonzalez@abcfoodmart.com,2023-09-23,ABC Foodmart - Whitestone,2023-10-10 00:00,2023-10-10 00:00,dairy,18.39
"Sosa, David","Hoffman, Tina",david.sosa@abcfoodmart.com,2023-07-27,ABC Foodmart - Whitestone,2023-09-08 00:00,2023-09-08 00:00,dry goods,17.29
"Nichols, Brandon","Farrell, Christopher",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Bay Ridge,2024-04-02 00:00,2024-04-02 00:00,frozen foods,17.79
"Garcia, Sarah","Compton, Jeffrey",sarah.garcia@abcfoodmart.com,2022-12-14,ABC Foodmart - Staten Island,2023-02-19 00:00,2023-02-19 00:00,dry goods,12.58
"Kramer, Veronica","Johnston, William",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Whitestone,2023-04-29 00:00,2023-04-29 00:00,dry goods,12.76
"Smith, Brandy","Hoffman, Tina",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Whitestone,2024-01-18 00:00,2024-01-18 00:00,meats,13.71
"Marquez, Jeffrey","Farrell, Christopher",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Whitestone,2023-04-14 00:00,2023-04-14 00:00,frozen foods,13.30
"Jordan, Carla","Flores, Angela",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Bay Ridge,2024-01-05 00:00,2024-01-05 00:00,bakery,15.50
"Foster, Kenneth","Williams, Gina",kenneth.foster@abcfoodmart.com,2023-04-23,ABC Foodmart - Staten Island,2023-07-02 00:00,2023-07-02 00:00,deli,15.76
"Mckinney, Marcus","Farrell, Christopher",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Bay Ridge,2022-10-15 00:00,2022-10-15 00:00,pharmacy,16.98
"Sean, Mr.","Cooper, Robert",mr..sean@abcfoodmart.com,2023-03-25,ABC Foodmart - Staten Island,2023-05-08 00:00,2023-05-08 00:00,dairy,13.15
"Spears, Erin","Ellis, Grant",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Bay Ridge,2023-08-31 00:00,2023-08-31 00:00,dry goods,15.99
"Horton, Ashley","Compton, Jeffrey",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Staten Island,2024-02-23 00:00,2024-02-23 00:00,floral,18.69
"Alvarez, Brenda","Farrell, Christopher",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Bay Ridge,2023-12-24 00:00,2023-12-24 00:00,deli,12.01
"Brown, Lisa","Moran, John",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Staten Island,2022-09-19 00:00,2022-09-19 00:00,frozen foods,16.48
"Riley, Ashley","Ellis, Grant",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - DUMBO,2022-11-25 00:00,2022-11-25 00:00,pharmacy,16.24
"Nguyen, Richard","David, Mr.",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Bay Ridge,2022-11-03 00:00,2022-11-03 00:00,pharmacy,13.76
"Wilson, Jill","Moran, John",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Bay Ridge,2023-02-03 00:00,2023-02-03 00:00,fresh produce,12.21
"Johnson, Samantha","Williams, Gina",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Staten Island,2023-02-10 00:00,2023-02-10 00:00,floral,14.19
"Nichols, Brandon","Ellis, Grant",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - DUMBO,2024-04-28 00:00,2024-04-28 00:00,bakery,16.18
"Thompson, Matthew","Waller, Chad",matthew.thompson@abcfoodmart.com,2022-04-22,ABC Foodmart - Staten Island,2022-05-05 00:00,2022-05-05 00:00,floral,13.75
"Horton, Ashley","Cooper, Robert",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - DUMBO,2024-03-13 00:00,2024-03-13 00:00,customer service,16.67
"Riley, Ashley","Waller, Chad",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Bay Ridge,2022-12-11 00:00,2022-12-11 00:00,fresh produce,16.18
"Alvarez, Brenda","Compton, Jeffrey",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - DUMBO,2023-12-31 00:00,2023-12-31 00:00,cashier,18.70
"Moyer, Steven","Flores, Angela",steven.moyer@abcfoodmart.com,2022-12-26,ABC Foodmart - Whitestone,2022-12-27 00:00,2022-12-27 00:00,frozen foods,14.44
"Johnson, Samantha","Johnston, William",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Bay Ridge,2023-03-08 00:00,2023-03-08 00:00,fresh produce,12.11
"Eric, Mr.","Cooper, Robert",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Whitestone,2022-10-21 00:00,2022-10-21 00:00,seafood,17.77
"Carroll, Eric","Johnston, William",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2023-02-03 00:00,2023-02-03 00:00,customer service,16.54
"Moore, Jason","Compton, Jeffrey",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Whitestone,2023-07-14 00:00,2023-07-14 00:00,bakery,18.74
"Woods, Marcus","Cooper, Robert",marcus.woods@abcfoodmart.com,2024-04-01,ABC Foodmart - Tribeca,2024-05-03 00:00,2024-05-03 00:00,cashier,12.49
"Perry, Andrea","Farrell, Christopher",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Whitestone,2023-06-12 00:00,2023-06-12 00:00,meats,12.52
"Nichols, Brandon","Williams, Gina",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Bay Ridge,2024-05-26 00:00,2024-05-26 00:00,meats,16.96
"Williams, Michael","Farrell, Christopher",michael.williams@abcfoodmart.com,2023-06-11,ABC Foodmart - Whitestone,2023-06-13 00:00,2023-06-13 00:00,dry goods,14.25
"Sean, Mr.","Compton, Jeffrey",mr..sean@abcfoodmart.com,2023-03-25,ABC Foodmart - Staten Island,2023-05-20 00:00,2023-05-20 00:00,dairy,15.14
"Kramer, Veronica","Hoffman, Tina",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Whitestone,2023-05-06 00:00,2023-05-06 00:00,fresh produce,18.20
"Brooks, Renee","Farrell, Christopher",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Staten Island,2023-07-26 00:00,2023-07-26 00:00,dairy,18.22
"Wood, Joshua","Hoffman, Tina",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Tribeca,2022-12-16 00:00,2022-12-16 00:00,floral,12.14
"Perry, Andrea","David, Mr.",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Tribeca,2023-06-28 00:00,2023-06-28 00:00,bakery,17.91
"Roach, Christine","Cooper, Robert",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - Bay Ridge,2023-12-10 00:00,2023-12-10 00:00,pharmacy,17.89
"Mckinney, Marcus","Carter, Karen",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Bay Ridge,2022-11-09 00:00,2022-11-09 00:00,bakery,16.11
"Williams, Michael","Williams, Gina",michael.williams@abcfoodmart.com,2023-06-11,ABC Foodmart - Staten Island,2023-07-11 00:00,2023-07-11 00:00,pharmacy,14.44
"Tate, Harry","Compton, Jeffrey",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Tribeca,2022-10-14 00:00,2022-10-14 00:00,dry goods,14.20
"Chambers, Jeffrey","Carter, Karen",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - Staten Island,2022-10-28 00:00,2022-10-28 00:00,dairy,18.23
"Brooks, Renee","Flores, Angela",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Whitestone,2023-08-20 00:00,2023-08-20 00:00,frozen foods,15.66
"Waters, Julie","Flores, Angela",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Bay Ridge,2023-06-13 00:00,2023-06-13 00:00,bakery,15.04
"Church, Joshua","Compton, Jeffrey",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - DUMBO,2024-04-28 00:00,2024-04-28 00:00,deli,18.24
"Marquez, Jeffrey","Carter, Karen",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Staten Island,2023-05-06 00:00,2023-05-06 00:00,bakery,13.78
"Myers, Gary","Williams, Gina",gary.myers@abcfoodmart.com,2023-10-13,ABC Foodmart - Staten Island,2023-10-30 00:00,2023-10-30 00:00,pharmacy,18.56
"Walters, Jay","Ellis, Grant",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Tribeca,2024-05-28 00:00,2024-05-28 00:00,deli,12.11
"Williams, Michael","Carter, Karen",michael.williams@abcfoodmart.com,2023-06-11,ABC Foodmart - Whitestone,2023-07-18 00:00,2023-07-18 00:00,dry goods,16.78
"Conrad, Frederick","Ellis, Grant",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - Staten Island,2024-01-05 00:00,2024-01-05 00:00,deli,18.66
"Vasquez, Peter","Compton, Jeffrey",peter.vasquez@abcfoodmart.com,2023-01-05,ABC Foodmart - Whitestone,2023-02-01 00:00,2023-02-01 00:00,frozen foods,14.17
"Campbell, Bethany","Compton, Jeffrey",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - DUMBO,2023-10-20 00:00,2023-10-20 00:00,cashier,12.58
"Gross, Andrew","Farrell, Christopher",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Bay Ridge,2022-05-07 00:00,2022-05-07 00:00,cashier,18.40
"Frederick, Evan","Cooper, Robert",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Staten Island,2023-03-24 00:00,2023-03-24 00:00,dairy,12.20
"Terri, Mrs.","Waller, Chad",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Bay Ridge,2022-12-08 00:00,2022-12-08 00:00,bakery,12.72
"Mckenzie, William","Williams, Gina",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Bay Ridge,2023-02-09 00:00,2023-02-09 00:00,cashier,19.90
"Horton, Mark","Farrell, Christopher",mark.horton@abcfoodmart.com,2023-02-14,ABC Foodmart - Bay Ridge,2023-02-16 00:00,2023-02-16 00:00,meats,14.12
"Durham, Denise","Moran, John",denise.durham@abcfoodmart.com,2022-10-24,ABC Foodmart - Tribeca,2022-12-11 00:00,2022-12-11 00:00,cashier,17.95
"Bryan, Mr.","Flores, Angela",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - Tribeca,2023-10-19 00:00,2023-10-19 00:00,seafood,15.38
"Kerr, Jason","Waller, Chad",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - Staten Island,2022-12-11 00:00,2022-12-11 00:00,floral,16.08
"Owens, Jeffrey","Waller, Chad",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Tribeca,2022-05-11 00:00,2022-05-11 00:00,pharmacy,18.60
"Roach, Christine","Moran, John",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - Staten Island,2024-01-04 00:00,2024-01-04 00:00,dairy,18.96
"Campbell, Bethany","Moran, John",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Bay Ridge,2023-11-04 00:00,2023-11-04 00:00,bakery,16.05
"Jacobs, Brenda","Moran, John",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - DUMBO,2024-04-01 00:00,2024-04-01 00:00,dairy,18.98
"Galvan, Lori","Hoffman, Tina",lori.galvan@abcfoodmart.com,2022-05-24,ABC Foodmart - Staten Island,2022-07-05 00:00,2022-07-05 00:00,floral,13.11
"Church, Joshua","Johnston, William",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - Whitestone,2024-05-16 00:00,2024-05-16 00:00,meats,19.94
"Marquez, Jeffrey","David, Mr.",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Bay Ridge,2023-05-18 00:00,2023-05-18 00:00,pharmacy,13.43
"Harrell, Angie","Ellis, Grant",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Staten Island,2023-07-19 00:00,2023-07-19 00:00,deli,12.05
"Smith, Brandy","Flores, Angela",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Bay Ridge,2024-01-25 00:00,2024-01-25 00:00,cashier,19.27
"Mckinney, Marcus","Moran, John",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Bay Ridge,2022-11-29 00:00,2022-11-29 00:00,dry goods,15.17
"Sosa, David","Farrell, Christopher",david.sosa@abcfoodmart.com,2023-07-27,ABC Foodmart - Staten Island,2023-10-01 00:00,2023-10-01 00:00,dairy,19.15
"Frederick, Evan","David, Mr.",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Whitestone,2023-03-27 00:00,2023-03-27 00:00,frozen foods,13.77
"Campbell, Bethany","Ellis, Grant",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - DUMBO,2023-11-13 00:00,2023-11-13 00:00,pharmacy,14.46
"Spears, Erin","Hoffman, Tina",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Staten Island,2023-09-18 00:00,2023-09-18 00:00,bakery,15.99
"Harrell, Angie","Williams, Gina",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Tribeca,2023-08-17 00:00,2023-08-17 00:00,fresh produce,19.47
"Manning, Maria","Ellis, Grant",maria.manning@abcfoodmart.com,2022-11-16,ABC Foodmart - Bay Ridge,2022-12-29 00:00,2022-12-29 00:00,bakery,15.46
"Burns, Kendra","Flores, Angela",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Staten Island,2023-02-08 00:00,2023-02-08 00:00,cashier,12.27
"Smith, Brandy","Carter, Karen",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Bay Ridge,2024-02-04 00:00,2024-02-04 00:00,meats,19.61
"Durham, Denise","Williams, Gina",denise.durham@abcfoodmart.com,2022-10-24,ABC Foodmart - Tribeca,2023-01-01 00:00,2023-01-01 00:00,customer service,24.37
"Brown, Lisa","Farrell, Christopher",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - DUMBO,2022-09-29 00:00,2022-09-29 00:00,dairy,14.93
"Jones, Michael","Hoffman, Tina",michael.jones@abcfoodmart.com,2023-01-19,ABC Foodmart - DUMBO,2023-02-01 00:00,2023-02-01 00:00,floral,18.04
"Thompson, Matthew","David, Mr.",matthew.thompson@abcfoodmart.com,2022-04-22,ABC Foodmart - Tribeca,2022-05-23 00:00,2022-05-23 00:00,meats,16.49
"Sean, Mr.","Compton, Jeffrey",mr..sean@abcfoodmart.com,2023-03-25,ABC Foodmart - DUMBO,2023-06-05 00:00,2023-06-05 00:00,frozen foods,13.67
"Chen, Kathleen","Cooper, Robert",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - Whitestone,2024-03-15 00:00,2024-03-15 00:00,bakery,14.60
"Sosa, David","Carter, Karen",david.sosa@abcfoodmart.com,2023-07-27,ABC Foodmart - Bay Ridge,2023-10-05 00:00,2023-10-05 00:00,bakery,18.99
"Long, Kirsten","David, Mr.",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - Tribeca,2024-03-18 00:00,2024-03-18 00:00,bakery,16.85
"Kramer, Veronica","Moran, John",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Bay Ridge,2023-05-14 00:00,2023-05-14 00:00,bakery,15.35
"Roach, Christine","Cooper, Robert",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - DUMBO,2024-01-11 00:00,2024-01-11 00:00,seafood,15.95
"Moore, Jason","Moran, John",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Staten Island,2023-07-22 00:00,2023-07-22 00:00,seafood,12.61
"Alvarez, Brenda","Ellis, Grant",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - DUMBO,2024-01-01 00:00,2024-01-01 00:00,fresh produce,22.64
"Atkinson, Gary","Waller, Chad",gary.atkinson@abcfoodmart.com,2022-05-24,ABC Foodmart - Tribeca,2022-07-10 00:00,2022-07-10 00:00,seafood,15.16
"Martin, Monica","Waller, Chad",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - Tribeca,2024-02-20 00:00,2024-02-20 00:00,floral,12.37
"Herrera, Spencer","Williams, Gina",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Bay Ridge,2023-02-05 00:00,2023-02-05 00:00,deli,18.26
"Nguyen, Richard","Farrell, Christopher",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Whitestone,2022-11-13 00:00,2022-11-13 00:00,seafood,15.73
"Wilson, Jill","Johnston, William",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Whitestone,2023-02-04 00:00,2023-02-04 00:00,deli,16.19
"Payne, Samantha","Farrell, Christopher",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - Bay Ridge,2024-05-04 00:00,2024-05-04 00:00,dry goods,15.05
"Frederick, Evan","Cooper, Robert",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Whitestone,2023-04-03 00:00,2023-04-03 00:00,floral,19.97
"Jordan, Carla","Flores, Angela",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Staten Island,2024-01-07 00:00,2024-01-07 00:00,floral,12.79
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Staten Island,2023-02-24 00:00,2023-02-24 00:00,bakery,16.26
"Eric, Mr.","Williams, Gina",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - DUMBO,2022-11-03 00:00,2022-11-03 00:00,bakery,16.07
"Eric, Mr.","Waller, Chad",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Bay Ridge,2022-11-21 00:00,2022-11-21 00:00,seafood,19.69
"Mckenzie, William","Hoffman, Tina",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Whitestone,2023-03-25 00:00,2023-03-25 00:00,fresh produce,16.76
"Horton, Ashley","Hoffman, Tina",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Whitestone,2024-03-24 00:00,2024-03-24 00:00,seafood,14.01
"Chambers, Jeffrey","Compton, Jeffrey",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - Staten Island,2022-11-24 00:00,2022-11-24 00:00,frozen foods,12.67
"Horton, Mark","Compton, Jeffrey",mark.horton@abcfoodmart.com,2023-02-14,ABC Foodmart - Staten Island,2023-03-06 00:00,2023-03-06 00:00,bakery,15.99
"Sean, Mr.","Williams, Gina",mr..sean@abcfoodmart.com,2023-03-25,ABC Foodmart - Staten Island,2023-06-09 00:00,2023-06-09 00:00,dry goods,17.61
"Bennett, Alec","Waller, Chad",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Whitestone,2023-11-03 00:00,2023-11-03 00:00,fresh produce,18.34
"Vasquez, Peter","David, Mr.",peter.vasquez@abcfoodmart.com,2023-01-05,ABC Foodmart - DUMBO,2023-02-10 00:00,2023-02-10 00:00,seafood,18.28
"Randolph, Emily","Waller, Chad",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Tribeca,2023-04-22 00:00,2023-04-22 00:00,seafood,15.58
"Mckenzie, William","Farrell, Christopher",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - DUMBO,2023-03-27 00:00,2023-03-27 00:00,deli,17.54
"Spears, Erin","Cooper, Robert",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Whitestone,2023-10-16 00:00,2023-10-16 00:00,meats,16.22
"Walls, Kristen","David, Mr.",kristen.walls@abcfoodmart.com,2023-02-10,ABC Foodmart - Tribeca,2023-04-17 00:00,2023-04-17 00:00,seafood,18.62
"Atkinson, Gary","Carter, Karen",gary.atkinson@abcfoodmart.com,2022-05-24,ABC Foodmart - Bay Ridge,2022-07-16 00:00,2022-07-16 00:00,fresh produce,16.52
"Foster, Kenneth","David, Mr.",kenneth.foster@abcfoodmart.com,2023-04-23,ABC Foodmart - DUMBO,2023-07-27 00:00,2023-07-27 00:00,deli,13.57
"Moon, James","Farrell, Christopher",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - Staten Island,2023-11-09 00:00,2023-11-09 00:00,deli,14.51
"Love, Thomas","Cooper, Robert",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Staten Island,2024-04-26 00:00,2024-04-26 00:00,pharmacy,12.29
"Davis, Jennifer","Johnston, William",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - DUMBO,2024-02-08 00:00,2024-02-08 00:00,dairy,18.83
"Kerr, Jason","Williams, Gina",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - Whitestone,2023-01-03 00:00,2023-01-03 00:00,bakery,17.48
"Frederick, Evan","Farrell, Christopher",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Tribeca,2023-04-26 00:00,2023-04-26 00:00,deli,16.65
"Waters, Julie","Farrell, Christopher",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Staten Island,2023-07-03 00:00,2023-07-03 00:00,cashier,14.85
"Jones, Christopher","Farrell, Christopher",christopher.jones@abcfoodmart.com,2022-05-19,ABC Foodmart - Bay Ridge,2022-07-20 00:00,2022-07-20 00:00,fresh produce,13.71
"Wilson, Jill","Moran, John",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Whitestone,2023-02-08 00:00,2023-02-08 00:00,seafood,19.48
"Tate, Harry","Ellis, Grant",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Whitestone,2022-10-22 00:00,2022-10-22 00:00,floral,15.66
"Pena, Johnathan","Carter, Karen",johnathan.pena@abcfoodmart.com,2023-02-22,ABC Foodmart - DUMBO,2023-03-16 00:00,2023-03-16 00:00,deli,18.88
"Foster, Jennifer","Compton, Jeffrey",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - Tribeca,2023-08-07 00:00,2023-08-07 00:00,meats,17.60
"Henderson, Nancy","Hoffman, Tina",nancy.henderson@abcfoodmart.com,2023-12-30,ABC Foodmart - Staten Island,2024-01-31 00:00,2024-01-31 00:00,bakery,13.58
"Jones, Christopher","Compton, Jeffrey",christopher.jones@abcfoodmart.com,2022-05-19,ABC Foodmart - Staten Island,2022-08-05 00:00,2022-08-05 00:00,fresh produce,17.83
"Vasquez, Peter","Flores, Angela",peter.vasquez@abcfoodmart.com,2023-01-05,ABC Foodmart - DUMBO,2023-02-27 00:00,2023-02-27 00:00,customer service,19.35
"Jessica, Ms.","Carter, Karen",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - Tribeca,2022-07-21 00:00,2022-07-21 00:00,dairy,13.91
"Warren, Timothy","Johnston, William",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Bay Ridge,2023-02-05 00:00,2023-02-05 00:00,customer service,16.26
"Moon, James","Williams, Gina",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - DUMBO,2023-11-15 00:00,2023-11-15 00:00,meats,12.77
"Campbell, Brittany","Compton, Jeffrey",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - Whitestone,2023-06-23 00:00,2023-06-23 00:00,fresh produce,14.48
"Martin, Monica","Compton, Jeffrey",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - DUMBO,2024-02-28 00:00,2024-02-28 00:00,seafood,17.45
"Love, Thomas","Moran, John",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Bay Ridge,2024-04-29 00:00,2024-04-29 00:00,dairy,12.58
"Walters, Jay","Cooper, Robert",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Tribeca,2024-06-04 00:00,2024-06-04 00:00,dry goods,18.27
"Hughes, Christopher","Carter, Karen",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - Tribeca,2022-09-28 00:00,2022-09-28 00:00,meats,15.18
"Bryan, Mr.","Carter, Karen",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - DUMBO,2023-11-12 00:00,2023-11-12 00:00,bakery,14.60
"Randolph, Emily","Hoffman, Tina",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - DUMBO,2023-05-15 00:00,2023-05-15 00:00,fresh produce,14.24
"Brown, Lisa","Cooper, Robert",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Bay Ridge,2022-10-08 00:00,2022-10-08 00:00,dairy,19.00
"Tate, Harry","Flores, Angela",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - DUMBO,2022-11-19 00:00,2022-11-19 00:00,customer service,18.40
"Hughes, Christopher","Williams, Gina",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - Whitestone,2022-10-10 00:00,2022-10-10 00:00,floral,15.57
"Terri, Mrs.","Williams, Gina",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Tribeca,2022-12-14 00:00,2022-12-14 00:00,pharmacy,16.79
